iter	Logloss
644	0.0009436838583
645	0.0009420973658
646	0.0009399023496
647	0.0009380913617
648	0.0009363636086
649	0.0009327038646
650	0.0009308534017
651	0.0009293031975
652	0.0009277743086
653	0.0009257025839
654	0.000923730202
655	0.0009225913369
656	0.0009212738817
657	0.0009192086484
658	0.0009156772313
659	0.0009138976772
660	0.0009122535514
661	0.0009102660548
662	0.0009082514116
663	0.0009061952534
664	0.0009050155544
665	0.0009035426806
666	0.0009018551101
667	0.0008998175076
668	0.000897835236
669	0.0008962861038
670	0.0008951501317
671	0.0008931833023
672	0.000891617612
673	0.0008898223276
674	0.0008880462052
675	0.0008863322996
676	0.000884775719
677	0.0008830673561
678	0.0008812461016
679	0.0008795901695
680	0.0008777347201
681	0.0008758468331
682	0.0008744961658
683	0.0008734799993
684	0.0008718619231
685	0.000870305952
686	0.0008684219758
687	0.0008667932755
688	0.0008648811659
689	0.0008630796301
690	0.0008612319428
691	0.0008596102296
692	0.0008579657008
693	0.0008562568678
694	0.0008549521852
695	0.0008523157049
696	0.000850534017
697	0.0008490308773
698	0.0008472673045
699	0.0008458313835
700	0.0008441588454
701	0.000842232411
702	0.0008406905004
703	0.0008389537815
704	0.0008376997577
705	0.0008364987154
706	0.0008354764064
707	0.0008340120004
708	0.000832684386
709	0.0008311127429
710	0.0008296462201
711	0.0008280300479
712	0.0008266169898
713	0.000824930252
714	0.0008236017396
715	0.0008219879947
716	0.0008209484384
717	0.0008209450501
718	0.0008198305017
719	0.0008185823951
720	0.0008169211295
721	0.0008155550174
722	0.0008139268098
723	0.0008124118512
724	0.0008112045754
725	0.0008098214678
726	0.0008085831288
727	0.0008073511218
728	0.0008061384803
729	0.0008050814782
730	0.0008039317986
731	0.0008028303775
732	0.0008015649328
733	0.0008009264148
734	0.0007993125282
735	0.0007978603235
736	0.0007965362053
737	0.0007953074638
738	0.0007943603218
739	0.0007929309065
740	0.0007924137693
741	0.0007903784179
742	0.0007889640938
743	0.0007876231902
744	0.000787622546
745	0.0007876188414
746	0.0007876169229
747	0.000786978065
748	0.000785747371
749	0.0007846228352
750	0.0007837732937
751	0.0007827879835
752	0.0007812870109
753	0.0007804611891
754	0.0007801459354
755	0.0007786439091
756	0.0007779922904
757	0.0007765626651
758	0.0007760344341
759	0.0007754577163
760	0.0007754535198
761	0.000775451542
762	0.0007750337884
763	0.0007735514572
764	0.0007726688687
765	0.0007726682633
766	0.0007719101362
767	0.0007715123619
768	0.0007700461427
769	0.0007691586621
770	0.0007689938598
771	0.0007675427774
772	0.0007663810879
773	0.0007653151209
774	0.0007645773169
775	0.00076397021
776	0.0007633415342
777	0.0007618965882
778	0.0007605821869
779	0.0007605798084
780	0.0007605792208
781	0.0007604114505
782	0.0007594054638
783	0.0007594035527
784	0.0007591903171
785	0.0007571331689
786	0.0007560129419
787	0.0007555558945
788	0.0007554027056
789	0.0007554023362
790	0.0007547737208
791	0.0007540196909
792	0.0007540006005
793	0.0007539967502
794	0.000752884235
795	0.0007517773977
796	0.000751775215
797	0.0007516321805
798	0.0007516289312
799	0.0007511627078
800	0.0007511616345
801	0.0007511607814
802	0.0007498321035
803	0.0007498278378
804	0.0007498273226
805	0.0007492304491
806	0.00074922814
807	0.0007492241852
808	0.000749222297
809	0.0007478881371
810	0.0007473929014
811	0.0007463794341
812	0.0007463770692
813	0.0007457408485
814	0.0007443222786
815	0.0007429913147
816	0.0007429881518
817	0.0007419097968
818	0.0007419055562
819	0.0007419010198
820	0.0007418988226
821	0.0007408090247
822	0.0007400310078
823	0.0007400303841
824	0.0007400280586
825	0.0007390082834
826	0.0007379670911
827	0.0007365969396
828	0.000735867326
829	0.0007346876647
830	0.0007343031185
831	0.0007343010574
832	0.0007334763168
833	0.0007334740257
834	0.0007334717529
835	0.0007329277478
836	0.000732921801
837	0.0007329200633
838	0.0007329194408
839	0.0007329181711
840	0.0007329181711
841	0.0007329174205
842	0.0007329164268
843	0.0007328942043
844	0.0007328906907
845	0.0007328903243
846	0.0007327493879
847	0.0007313234616
848	0.0007313072095
849	0.000730308938
850	0.0007303067681
851	0.0007303024245
852	0.0007303022003
853	0.0007296756716
854	0.0007296712628
855	0.0007289561123
856	0.0007289549754
857	0.0007289527058
858	0.0007274848763
859	0.0007274830751
860	0.0007265824021
861	0.000726254043
862	0.000726253779
863	0.0007262531099
864	0.0007262512474
865	0.0007262484633
866	0.0007262448504
867	0.0007262426034
868	0.0007262417648
869	0.0007262412979
870	0.0007254089342
871	0.0007254079735
872	0.0007252383438
873	0.0007247314122
874	0.0007240821633
875	0.0007240811609
876	0.0007240808567
877	0.0007240797123
878	0.0007221406803
879	0.0007221300514
880	0.0007215658954
881	0.0007215658954
882	0.0007215647807
883	0.0007213390733
884	0.0007213305046
885	0.0007210323602
886	0.0007210288802
887	0.000721027395
888	0.0007192751736
889	0.0007192749068
890	0.0007192749068
891	0.0007192747559
892	0.0007192725798
893	0.000719065057
894	0.0007180690767
895	0.0007172515877
896	0.0007172510591
897	0.0007172499223
898	0.0007172477897
899	0.0007172470853
900	0.0007172469114
901	0.0007163924671
902	0.0007154361572
903	0.0007154359226
904	0.0007154337373
905	0.0007152166348
906	0.0007152124888
907	0.0007152119996
908	0.0007144061498
909	0.0007144051277
910	0.0007134892191
911	0.0007134890065
912	0.0007126229243
913	0.0007126228084
914	0.0007126226386
915	0.0007126216244
916	0.000712619643
917	0.000712618722
918	0.000712189877
919	0.0007110446531
920	0.000711042211
921	0.0007110379074
922	0.0007110373678
923	0.00071011264
924	0.0007095738693
925	0.0007095721514
926	0.0007095521161
927	0.0007095509667
928	0.0007090796463
929	0.0007090791604
930	0.0007090748317
931	0.0007090733872
932	0.0007084508235
933	0.0007078805214
934	0.0007078769414
935	0.0007076561445
936	0.0007073938751
937	0.0007073912055
938	0.0007067272888
939	0.0007067272888
940	0.0007057653561
941	0.0007057511246
942	0.0007051898972
943	0.0007048741088
944	0.0007048062391
945	0.0007042994614
946	0.0007042984062
947	0.0007042968344
948	0.0007037216619
949	0.0007037203877
950	0.0007037165114
951	0.0007029139654
952	0.0007029101318
953	0.0007029080234
954	0.0007029078285
955	0.0007029065666
956	0.0007027474007
957	0.0007020986248
958	0.0007020949852
959	0.0007020933354
960	0.0007020896366
961	0.0007020876875
962	0.0007020857737
963	0.0007020849958
964	0.0007015856118
965	0.0007012625218
966	0.0007012599966
967	0.0007012582993
968	0.0007012576683
969	0.0007012540093
970	0.0007010487514
971	0.0007003574376
972	0.0006995272039
973	0.0006995134703
974	0.0006987961691
975	0.0006987875821
976	0.000698787296
977	0.0006978894589
978	0.0006978888221
979	0.0006978860793
980	0.0006976564268
981	0.0006967091232
982	0.0006967073352
983	0.0006967063175
984	0.0006967063175
985	0.0006967056876
986	0.0006962687088
987	0.0006951430905
988	0.0006950914678
989	0.0006950894127
990	0.0006944543099
991	0.0006942427033
992	0.0006935908019
993	0.00069358363
994	0.0006927566171
995	0.0006927553374
996	0.0006923739878
997	0.0006923736077
998	0.0006923734011
999	0.0006914532044
